partition,fold,pair,rank_b,rank_c,rank_diff,abs_rank_diff,oracle_kl,spearman_rho_fold
3,0,"{35, 20}",78,101,23,23,0.0019598917569965124,0.7226824899238692
3,0,"{20, 36}",88,70,-18,18,0.001830330234952271,0.7226824899238692
3,0,"{20, 38}",61,24,-37,37,0.0015050318324938416,0.7226824899238692
3,0,"{41, 20}",184,146,-38,38,0.0022343834862113,0.7226824899238692
3,0,"{20, 44}",187,168,-19,19,0.0032302592881023884,0.7226824899238692
3,0,"{20, 45}",210,203,-7,7,0.0032840727362781763,0.7226824899238692
3,0,"{20, 46}",83,62,-21,21,0.001597801223397255,0.7226824899238692
3,0,"{20, 47}",72,50,-22,22,0.001609328668564558,0.7226824899238692
3,0,"{20, 54}",119,86,-33,33,0.0016207852168008685,0.7226824899238692
3,0,"{56, 20}",115,170,55,55,0.0026838937774300575,0.7226824899238692
3,0,"{57, 20}",21,110,89,89,0.002371808048337698,0.7226824899238692
3,0,"{20, 62}",87,147,60,60,0.0017788560362532735,0.7226824899238692
3,0,"{21, 31}",145,102,-43,43,0.002185148885473609,0.7226824899238692
3,0,"{32, 21}",176,114,-62,62,0.0024433517828583717,0.7226824899238692
3,0,"{35, 21}",178,148,-30,30,0.0022817852441221476,0.7226824899238692
3,0,"{36, 21}",165,100,-65,65,0.002332635223865509,0.7226824899238692
3,0,"{21, 38}",132,57,-75,75,0.0020014287438243628,0.7226824899238692
3,0,"{41, 21}",122,81,-41,41,0.0026961518451571465,0.7226824899238692
3,0,"{44, 21}",53,124,71,71,0.003652868326753378,0.7226824899238692
3,0,"{45, 21}",205,226,21,21,0.003778978483751416,0.7226824899238692
3,0,"{21, 46}",127,69,-58,58,0.002074760850518942,0.7226824899238692
3,0,"{21, 47}",139,73,-66,66,0.0021101452875882387,0.7226824899238692
3,0,"{21, 54}",96,55,-41,41,0.0021084705367684364,0.7226824899238692
3,0,"{56, 21}",65,202,137,137,0.003129431512206793,0.7226824899238692
3,0,"{57, 21}",168,152,-16,16,0.0028029587119817734,0.7226824899238692
3,0,"{21, 62}",163,189,26,26,0.0022792506497353315,0.7226824899238692
3,0,"{32, 31}",16,22,6,6,0.0015733956824988127,0.7226824899238692
3,0,"{35, 31}",27,85,58,58,0.0015897414414212108,0.7226824899238692
3,0,"{36, 31}",5,7,2,2,0.0014430341543629766,0.7226824899238692
3,0,"{38, 31}",28,44,16,16,0.0010683083673939109,0.7226824899238692
3,0,"{41, 31}",74,63,-11,11,0.0017820184584707022,0.7226824899238692
3,0,"{44, 31}",194,159,-35,35,0.0027782509569078684,0.7226824899238692
3,0,"{45, 31}",138,116,-22,22,0.002896438119933009,0.7226824899238692
3,0,"{46, 31}",4,16,12,12,0.001155487960204482,0.7226824899238692
3,0,"{47, 31}",8,25,17,17,0.0011666929349303246,0.7226824899238692
3,0,"{54, 31}",43,67,24,24,0.0011968491598963737,0.7226824899238692
3,0,"{56, 31}",150,140,-10,10,0.0022197982762008905,0.7226824899238692
3,0,"{57, 31}",111,84,-27,27,0.001980384113267064,0.7226824899238692
3,0,"{62, 31}",1,135,134,134,0.0013847625814378262,0.7226824899238692
3,0,"{32, 35}",13,35,22,22,0.0017678691074252129,0.7226824899238692
3,0,"{32, 36}",2,82,80,80,0.0017208880744874477,0.7226824899238692
3,0,"{32, 38}",37,26,-11,11,0.0013344561448320746,0.7226824899238692
3,0,"{32, 41}",89,43,-46,46,0.0020552263595163822,0.7226824899238692
3,0,"{32, 44}",204,191,-13,13,0.003072446445003152,0.7226824899238692
3,0,"{32, 45}",151,130,-21,21,0.0031044501811265945,0.7226824899238692
3,0,"{32, 46}",26,36,10,10,0.0014045903226360679,0.7226824899238692
3,0,"{32, 47}",22,38,16,16,0.001450247596949339,0.7226824899238692
3,0,"{32, 54}",63,21,-42,42,0.0014397259801626205,0.7226824899238692
3,0,"{32, 56}",174,158,-16,16,0.002534945495426655,0.7226824899238692
3,0,"{32, 57}",120,94,-26,26,0.002255864907056093,0.7226824899238692
3,0,"{32, 62}",10,75,65,65,0.0016457918100059032,0.7226824899238692
3,0,"{35, 36}",14,60,46,46,0.001670151948928833,0.7226824899238692
3,0,"{35, 38}",32,5,-27,27,0.0013474180595949292,0.7226824899238692
3,0,"{41, 35}",105,52,-53,53,0.0019987754058092833,0.7226824899238692
3,0,"{35, 44}",203,195,-8,8,0.003034248249605298,0.7226824899238692
3,0,"{35, 45}",179,174,-5,5,0.0031474949792027473,0.7226824899238692
3,0,"{35, 46}",34,0,-34,34,0.0014007620047777891,0.7226824899238692
3,0,"{35, 47}",20,4,-16,16,0.0014335635351017118,0.7226824899238692
3,0,"{35, 54}",71,47,-24,24,0.001453746808692813,0.7226824899238692
3,0,"{56, 35}",169,169,0,0,0.0024813804775476456,0.7226824899238692
3,0,"{57, 35}",97,120,23,23,0.0021979217417538166,0.7226824899238692
3,0,"{35, 62}",19,229,210,210,0.0016372260870411992,0.7226824899238692
3,0,"{36, 38}",31,11,-20,20,0.0012118312297388911,0.7226824899238692
3,0,"{41, 36}",84,23,-61,61,0.0019311971263960004,0.7226824899238692
3,0,"{36, 44}",201,186,-15,15,0.002964391140267253,0.7226824899238692
3,0,"{36, 45}",147,178,31,31,0.00309912976808846,0.7226824899238692
3,0,"{36, 46}",15,33,18,18,0.001261418336071074,0.7226824899238692
3,0,"{36, 47}",12,18,6,6,0.001302163815125823,0.7226824899238692
3,0,"{36, 54}",59,6,-53,53,0.0013406636426225305,0.7226824899238692
3,0,"{56, 36}",164,139,-25,25,0.002383168786764145,0.7226824899238692
3,0,"{57, 36}",108,98,-10,10,0.002133925212547183,0.7226824899238692
3,0,"{36, 62}",0,161,161,161,0.001526728505268693,0.7226824899238692
3,0,"{41, 38}",95,31,-64,64,0.0015593643765896559,0.7226824899238692
3,0,"{44, 38}",182,136,-46,46,0.0025914888828992844,0.7226824899238692
3,0,"{45, 38}",180,127,-53,53,0.0026913639158010483,0.7226824899238692
3,0,"{46, 38}",17,28,11,11,0.0009011023794300854,0.7226824899238692
3,0,"{38, 47}",7,20,13,13,0.0009289902518503368,0.7226824899238692
3,0,"{54, 38}",56,10,-46,46,0.0009411385981366038,0.7226824899238692
3,0,"{56, 38}",123,78,-45,45,0.0020426204428076744,0.7226824899238692
3,0,"{57, 38}",82,12,-70,70,0.0018169321119785309,0.7226824899238692
3,0,"{62, 38}",29,61,32,32,0.001153952325694263,0.7226824899238692
3,0,"{41, 44}",193,164,-29,29,0.0032903668470680714,0.7226824899238692
3,0,"{41, 45}",68,179,111,111,0.003436050843447447,0.7226824899238692
3,0,"{41, 46}",77,14,-63,63,0.0016154547920450568,0.7226824899238692
3,0,"{41, 47}",85,41,-44,44,0.0016348965000361204,0.7226824899238692
3,0,"{41, 54}",44,53,9,9,0.0016519165365025401,0.7226824899238692
3,0,"{56, 41}",177,162,-15,15,0.0027519611176103354,0.7226824899238692
3,0,"{41, 57}",199,182,-17,17,0.0024701959919184446,0.7226824899238692
3,0,"{41, 62}",81,141,60,60,0.0018509132787585258,0.7226824899238692
3,0,"{44, 45}",212,211,-1,1,0.0044129169546067715,0.7226824899238692
3,0,"{44, 46}",186,185,-1,1,0.002636972116306424,0.7226824899238692
3,0,"{44, 47}",190,145,-45,45,0.0026973625645041466,0.7226824899238692
3,0,"{44, 54}",172,149,-23,23,0.002670752815902233,0.7226824899238692
3,0,"{56, 44}",45,157,112,112,0.00374000146985054,0.7226824899238692
3,0,"{57, 44}",175,171,-4,4,0.003515033982694149,0.7226824899238692
3,0,"{44, 62}",200,228,28,28,0.0028711315244436264,0.7226824899238692
3,0,"{45, 46}",149,112,-37,37,0.002755924826487899,0.7226824899238692
3,0,"{45, 47}",167,118,-49,49,0.002750605344772339,0.7226824899238692
3,0,"{45, 54}",109,93,-16,16,0.0026886819396167994,0.7226824899238692
3,0,"{56, 45}",209,209,0,0,0.0037993588484823704,0.7226824899238692
3,0,"{57, 45}",215,214,-1,1,0.003572214860469103,0.7226824899238692
3,0,"{45, 62}",144,160,16,16,0.002939873840659857,0.7226824899238692
3,0,"{46, 47}",3,19,16,16,0.0009504809859208763,0.7226824899238692
3,0,"{54, 46}",39,37,-2,2,0.0010166782885789871,0.7226824899238692
3,0,"{56, 46}",134,89,-45,45,0.0020976027008146048,0.7226824899238692
3,0,"{57, 46}",103,49,-54,54,0.0018629399128258228,0.7226824899238692
3,0,"{62, 46}",9,54,45,45,0.001254975562915206,0.7226824899238692
3,0,"{54, 47}",47,56,9,9,0.0010435120202600956,0.7226824899238692
3,0,"{56, 47}",135,79,-56,56,0.002114475704729557,0.7226824899238692
3,0,"{57, 47}",94,42,-52,52,0.0018819412216544151,0.7226824899238692
3,0,"{62, 47}",11,65,54,54,0.0012750012101605535,0.7226824899238692
3,0,"{56, 54}",130,106,-24,24,0.002122248290106654,0.7226824899238692
3,0,"{57, 54}",146,95,-51,51,0.001909592654556036,0.7226824899238692
3,0,"{62, 54}",54,115,61,61,0.0012302465038374066,0.7226824899238692
3,0,"{56, 57}",98,144,46,46,0.002923420164734125,0.7226824899238692
3,0,"{56, 62}",162,215,53,53,0.002311530988663435,0.7226824899238692
3,0,"{57, 62}",107,137,30,30,0.002061808481812477,0.7226824899238692
3,1,"{1, 2}",101,89,-12,12,0.001971630845218897,0.8248926927400362
3,1,"{1, 4}",39,21,-18,18,0.001224881736561656,0.8248926927400362
3,1,"{1, 12}",85,83,-2,2,0.0026546374429017305,0.8248926927400362
3,1,"{1, 15}",122,161,39,39,0.0030398068483918905,0.8248926927400362
3,1,"{1, 17}",49,47,-2,2,0.001985621638596058,0.8248926927400362
3,1,"{1, 19}",79,60,-19,19,0.0015216362662613392,0.8248926927400362
3,1,"{1, 23}",11,49,38,38,0.0019882312044501305,0.8248926927400362
3,1,"{1, 25}",32,28,-4,4,0.0013713677180930972,0.8248926927400362
3,1,"{1, 28}",22,31,9,9,0.00209994800388813,0.8248926927400362
3,1,"{1, 34}",86,70,-16,16,0.001872653723694384,0.8248926927400362
3,1,"{1, 37}",175,173,-2,2,0.00327203213237226,0.8248926927400362
3,1,"{1, 42}",34,25,-9,9,0.0012384317815303802,0.8248926927400362
3,1,"{48, 1}",146,154,8,8,0.0030135030392557383,0.8248926927400362
3,1,"{1, 49}",87,73,-14,14,0.0019603248219937086,0.8248926927400362
3,1,"{1, 51}",17,51,34,34,0.001506298896856606,0.8248926927400362
3,1,"{1, 55}",25,54,29,29,0.0021523223258554935,0.8248926927400362
3,1,"{1, 58}",179,160,-19,19,0.0029226315673440695,0.8248926927400362
3,1,"{1, 59}",20,104,84,84,0.0011759096523746848,0.8248926927400362
3,1,"{1, 61}",206,206,0,0,0.0045524584129452705,0.8248926927400362
3,1,"{1, 63}",104,75,-29,29,0.002209868049249053,0.8248926927400362
3,1,"{2, 4}",56,24,-32,32,0.0016684442525729537,0.8248926927400362
3,1,"{2, 12}",171,157,-14,14,0.0031508118845522404,0.8248926927400362
3,1,"{2, 15}",180,169,-11,11,0.003470011753961444,0.8248926927400362
3,1,"{17, 2}",109,77,-32,32,0.00243648374453187,0.8248926927400362
3,1,"{2, 19}",15,8,-7,7,0.0020404011011123657,0.8248926927400362
3,1,"{2, 23}",127,103,-24,24,0.00235079531557858,0.8248926927400362
3,1,"{25, 2}",77,158,81,81,0.0018667946569621563,0.8248926927400362
3,1,"{2, 28}",150,115,-35,35,0.0025261281989514828,0.8248926927400362
3,1,"{2, 34}",4,35,31,31,0.0023754704743623734,0.8248926927400362
3,1,"{2, 37}",164,188,24,24,0.0038538624066859484,0.8248926927400362
3,1,"{2, 42}",66,48,-18,18,0.0017415941692888737,0.8248926927400362
3,1,"{48, 2}",167,197,30,30,0.0036287002731114626,0.8248926927400362
3,1,"{49, 2}",5,33,28,28,0.002454630797728896,0.8248926927400362
3,1,"{2, 51}",89,139,50,50,0.0020493443589657545,0.8248926927400362
3,1,"{2, 55}",159,146,-13,13,0.0026867918204516172,0.8248926927400362
3,1,"{2, 58}",107,85,-22,22,0.0033970552030950785,0.8248926927400362
3,1,"{2, 59}",72,172,100,100,0.0016768688801676035,0.8248926927400362
3,1,"{2, 61}",196,191,-5,5,0.005252599250525236,0.8248926927400362
3,1,"{2, 63}",95,95,0,0,0.002722272416576743,0.8248926927400362
3,1,"{4, 12}",106,87,-19,19,0.0024133878760039806,0.8248926927400362
3,1,"{4, 15}",126,133,7,7,0.0028447885997593403,0.8248926927400362
3,1,"{17, 4}",38,9,-29,29,0.0017047572182491422,0.8248926927400362
3,1,"{19, 4}",30,3,-27,27,0.0011787465773522854,0.8248926927400362
3,1,"{4, 23}",60,19,-41,41,0.001707590650767088,0.8248926927400362
3,1,"{25, 4}",9,0,-9,9,0.001078678877092898,0.8248926927400362
3,1,"{4, 28}",71,13,-58,58,0.0018378811655566096,0.8248926927400362
3,1,"{34, 4}",48,7,-41,41,0.0016250459011644125,0.8248926927400362
3,1,"{4, 37}",153,112,-41,41,0.00305771897546947,0.8248926927400362
3,1,"{42, 4}",2,1,-1,1,0.0009109663078561425,0.8248926927400362
3,1,"{48, 4}",133,94,-39,39,0.0028348176274448633,0.8248926927400362
3,1,"{49, 4}",54,32,-22,22,0.0016738491831347346,0.8248926927400362
3,1,"{51, 4}",27,12,-15,15,0.0012442428851500154,0.8248926927400362
3,1,"{4, 55}",82,57,-25,25,0.0019215684151276946,0.8248926927400362
3,1,"{58, 4}",110,81,-29,29,0.0026878388598561287,0.8248926927400362
3,1,"{59, 4}",16,30,14,14,0.0008885535644367337,0.8248926927400362
3,1,"{4, 61}",198,194,-4,4,0.004561897832900286,0.8248926927400362
3,1,"{4, 63}",52,40,-12,12,0.0019751540385186672,0.8248926927400362
3,1,"{12, 15}",23,102,79,79,0.004189697094261646,0.8248926927400362
3,1,"{17, 12}",88,119,31,31,0.0031578645575791597,0.8248926927400362
3,1,"{19, 12}",138,127,-11,11,0.002782431896775961,0.8248926927400362
3,1,"{12, 23}",97,193,96,96,0.0031198286451399326,0.8248926927400362
3,1,"{25, 12}",92,66,-26,26,0.0025357722770422697,0.8248926927400362
3,1,"{12, 28}",102,122,20,20,0.003269907319918275,0.8248926927400362
3,1,"{34, 12}",166,140,-26,26,0.003076652530580759,0.8248926927400362
3,1,"{12, 37}",78,84,6,6,0.0044425418600440025,0.8248926927400362
3,1,"{42, 12}",94,72,-22,22,0.0024911793880164623,0.8248926927400362
3,1,"{48, 12}",44,79,35,35,0.0041607036255300045,0.8248926927400362
3,1,"{49, 12}",172,141,-31,31,0.0030575443524867296,0.8248926927400362
3,1,"{51, 12}",98,80,-18,18,0.0026830898132175207,0.8248926927400362
3,1,"{12, 55}",96,64,-32,32,0.0031171462032943964,0.8248926927400362
3,1,"{58, 12}",190,184,-6,6,0.004149941727519035,0.8248926927400362
3,1,"{59, 12}",93,91,-2,2,0.002389865228906274,0.8248926927400362
3,1,"{12, 61}",185,182,-3,3,0.005930076353251934,0.8248926927400362
3,1,"{12, 63}",121,99,-22,22,0.003264364320784807,0.8248926927400362
3,1,"{17, 15}",116,117,1,1,0.003512914525344968,0.8248926927400362
3,1,"{19, 15}",162,135,-27,27,0.00316752796061337,0.8248926927400362
3,1,"{23, 15}",142,148,6,6,0.0033861640840768814,0.8248926927400362
3,1,"{25, 15}",118,159,41,41,0.0029763560742139816,0.8248926927400362
3,1,"{28, 15}",154,131,-23,23,0.003554387716576457,0.8248926927400362
3,1,"{34, 15}",178,164,-14,14,0.003479564096778631,0.8248926927400362
3,1,"{37, 15}",51,98,47,47,0.004854532424360514,0.8248926927400362
3,1,"{42, 15}",119,116,-3,3,0.0028277356177568436,0.8248926927400362
3,1,"{48, 15}",26,101,75,75,0.004635268822312355,0.8248926927400362
3,1,"{49, 15}",182,168,-14,14,0.0035067459102720022,0.8248926927400362
3,1,"{51, 15}",134,156,22,22,0.003129892982542515,0.8248926927400362
3,1,"{55, 15}",144,149,5,5,0.003705316921696067,0.8248926927400362
3,1,"{58, 15}",195,192,-3,3,0.004626289010047913,0.8248926927400362
3,1,"{59, 15}",123,165,42,42,0.002780650043860078,0.8248926927400362
3,1,"{61, 15}",165,155,-10,10,0.006279376335442066,0.8248926927400362
3,1,"{63, 15}",141,150,9,9,0.0037476716097444296,0.8248926927400362
3,1,"{17, 19}",84,61,-23,23,0.002030191943049431,0.8248926927400362
3,1,"{17, 23}",59,55,-4,4,0.002430917927995324,0.8248926927400362
3,1,"{17, 25}",24,45,21,21,0.001867963350377977,0.8248926927400362
3,1,"{17, 28}",64,20,-44,44,0.0024621463380753994,0.8248926927400362
3,1,"{17, 34}",105,76,-29,29,0.002383776707574725,0.8248926927400362
3,1,"{17, 37}",158,126,-32,32,0.0038119761738926172,0.8248926927400362
3,1,"{17, 42}",31,15,-16,16,0.0017584459856152534,0.8248926927400362
3,1,"{48, 17}",139,128,-11,11,0.003601799253374338,0.8248926927400362
3,1,"{17, 49}",108,78,-30,30,0.002444603480398655,0.8248926927400362
3,1,"{17, 51}",29,62,33,33,0.0020160353742539883,0.8248926927400362
3,1,"{17, 55}",80,109,29,29,0.0026423947419971228,0.8248926927400362
3,1,"{17, 58}",181,167,-14,14,0.003505498869344592,0.8248926927400362
3,1,"{17, 59}",36,14,-22,22,0.0016799416625872254,0.8248926927400362
3,1,"{17, 61}",202,200,-2,2,0.005206857342272997,0.8248926927400362
3,1,"{17, 63}",40,74,34,34,0.0027326710987836123,0.8248926927400362
3,1,"{19, 23}",103,50,-53,53,0.001990402350202203,0.8248926927400362
3,1,"{25, 19}",46,11,-35,35,0.0013979231007397175,0.8248926927400362
3,1,"{19, 28}",111,65,-46,46,0.002142525976523757,0.8248926927400362
3,1,"{34, 19}",14,34,20,20,0.0019471936393529177,0.8248926927400362
3,1,"{19, 37}",149,114,-35,35,0.0033031306229531765,0.8248926927400362
3,1,"{42, 19}",37,2,-35,35,0.0012125229695811868,0.8248926927400362
3,1,"{48, 19}",145,170,25,25,0.003197161015123129,0.8248926927400362
3,1,"{49, 19}",18,4,-14,14,0.002007697708904743,0.8248926927400362
3,1,"{51, 19}",68,29,-39,39,0.0015665958635509014,0.8248926927400362
3,1,"{19, 55}",120,93,-27,27,0.0022453046403825283,0.8248926927400362
3,1,"{58, 19}",91,82,-9,9,0.003064171178266406,0.8248926927400362
3,1,"{59, 19}",43,27,-16,16,0.0011847417335957289,0.8248926927400362
3,1,"{19, 61}",194,185,-9,9,0.004772737622261047,0.8248926927400362
3,1,"{19, 63}",76,59,-17,17,0.002311241813004017,0.8248926927400362
3,1,"{25, 23}",45,142,97,97,0.0018254629103466868,0.8248926927400362
3,1,"{28, 23}",1,137,136,136,0.002574823098257184,0.8248926927400362
3,1,"{34, 23}",114,90,-24,24,0.002365661319345236,0.8248926927400362
3,1,"{37, 23}",183,189,6,6,0.003785698674619198,0.8248926927400362
3,1,"{42, 23}",50,26,-24,24,0.0016968947602435946,0.8248926927400362
3,1,"{48, 23}",173,179,6,6,0.0034971595741808414,0.8248926927400362
3,1,"{49, 23}",115,208,93,93,0.002407574327662587,0.8248926927400362
3,1,"{51, 23}",28,56,28,28,0.001993867103010416,0.8248926927400362
3,1,"{55, 23}",12,88,76,76,0.002630132483318448,0.8248926927400362
3,1,"{58, 23}",184,178,-6,6,0.0034047793596982956,0.8248926927400362
3,1,"{59, 23}",35,123,88,88,0.0016229808097705245,0.8248926927400362
3,1,"{61, 23}",207,207,0,0,0.005090735852718353,0.8248926927400362
3,1,"{63, 23}",117,121,4,4,0.0027175669092684984,0.8248926927400362
3,1,"{25, 28}",57,36,-21,21,0.001988303614780307,0.8248926927400362
3,1,"{25, 34}",67,22,-45,45,0.0017608576454222202,0.8248926927400362
3,1,"{25, 37}",151,106,-45,45,0.00321589270606637,0.8248926927400362
3,1,"{25, 42}",3,6,3,3,0.0011015471536666155,0.8248926927400362
3,1,"{48, 25}",131,134,3,3,0.002998584182932973,0.8248926927400362
3,1,"{25, 49}",70,52,-18,18,0.0017977370880544186,0.8248926927400362
3,1,"{25, 51}",13,10,-3,3,0.0013894831063225865,0.8248926927400362
3,1,"{25, 55}",69,43,-26,26,0.0020514961797744036,0.8248926927400362
3,1,"{25, 58}",148,176,28,28,0.0028407673817127943,0.8248926927400362
3,1,"{25, 59}",10,129,119,119,0.0010734094539657235,0.8248926927400362
3,1,"{25, 61}",201,195,-6,6,0.004716713912785053,0.8248926927400362
3,1,"{25, 63}",47,37,-10,10,0.0021078947465866804,0.8248926927400362
3,1,"{34, 28}",129,105,-24,24,0.0025118649937212467,0.8248926927400362
3,1,"{28, 37}",188,175,-13,13,0.0039620716124773026,0.8248926927400362
3,1,"{42, 28}",61,18,-43,43,0.0018639782210811973,0.8248926927400362
3,1,"{48, 28}",177,166,-11,11,0.0037154292222112417,0.8248926927400362
3,1,"{49, 28}",132,113,-19,19,0.002535851439461112,0.8248926927400362
3,1,"{51, 28}",33,44,11,11,0.0021686411928385496,0.8248926927400362
3,1,"{28, 55}",8,68,60,60,0.002786314347758889,0.8248926927400362
3,1,"{58, 28}",189,177,-12,12,0.003558898577466607,0.8248926927400362
3,1,"{59, 28}",41,174,133,133,0.001804727129638195,0.8248926927400362
3,1,"{28, 61}",208,203,-5,5,0.005550992209464312,0.8248926927400362
3,1,"{28, 63}",130,132,2,2,0.002791075734421611,0.8248926927400362
3,1,"{34, 37}",161,120,-41,41,0.0036769425496459007,0.8248926927400362
3,1,"{34, 42}",58,16,-42,42,0.0016412310069426894,0.8248926927400362
3,1,"{48, 34}",163,183,20,20,0.0035183830186724663,0.8248926927400362
3,1,"{49, 34}",0,17,17,17,0.0023498975206166506,0.8248926927400362
3,1,"{34, 51}",81,67,-14,14,0.0019403747282922268,0.8248926927400362
3,1,"{34, 55}",137,110,-27,27,0.0025327210314571857,0.8248926927400362
3,1,"{34, 58}",113,100,-13,13,0.0033727865666151047,0.8248926927400362
3,1,"{34, 59}",63,46,-17,17,0.0015880363062024117,0.8248926927400362
3,1,"{34, 61}",200,199,-1,1,0.00502175884321332,0.8248926927400362
3,1,"{34, 63}",90,63,-27,27,0.002617201069369912,0.8248926927400362
3,1,"{42, 37}",147,97,-50,50,0.003125671297311783,0.8248926927400362
3,1,"{48, 37}",21,130,109,109,0.004931580275297165,0.8248926927400362
3,1,"{49, 37}",170,153,-17,17,0.003790286835283041,0.8248926927400362
3,1,"{51, 37}",176,162,-14,14,0.003357385750859976,0.8248926927400362
3,1,"{37, 55}",187,181,-6,6,0.004027273505926132,0.8248926927400362
3,1,"{58, 37}",193,187,-6,6,0.004811060149222612,0.8248926927400362
3,1,"{59, 37}",160,138,-22,22,0.0029671292286366224,0.8248926927400362
3,1,"{61, 37}",100,86,-14,14,0.006324571557343006,0.8248926927400362
3,1,"{37, 63}",136,125,-11,11,0.004033609759062529,0.8248926927400362
3,1,"{48, 42}",128,198,70,70,0.0028919840697199106,0.8248926927400362
3,1,"{49, 42}",62,39,-23,23,0.0017300964100286365,0.8248926927400362
3,1,"{42, 51}",19,5,-14,14,0.001249933848157525,0.8248926927400362
3,1,"{42, 55}",73,42,-31,31,0.0019451972329989076,0.8248926927400362
3,1,"{42, 58}",124,108,-16,16,0.0026961322873830795,0.8248926927400362
3,1,"{42, 59}",6,41,35,35,0.0009045566548593342,0.8248926927400362
3,1,"{42, 61}",199,196,-3,3,0.00452794274315238,0.8248926927400362
3,1,"{42, 63}",53,38,-15,15,0.002012185752391815,0.8248926927400362
3,1,"{48, 49}",169,151,-18,18,0.003509052563458681,0.8248926927400362
3,1,"{48, 51}",157,144,-13,13,0.002983961720019579,0.8248926927400362
3,1,"{48, 55}",174,171,-3,3,0.003676340449601412,0.8248926927400362
3,1,"{48, 58}",191,202,11,11,0.004545856267213821,0.8248926927400362
3,1,"{48, 59}",135,111,-24,24,0.0027630727272480726,0.8248926927400362
